고객ID,이탈여부,총매출액,구매금액대,방문빈도,1회 평균매출액,할인권 사용 횟수,총 할인 금액,고객등급,구매유형,클레임접수여부,구매카테고리수,거주지역,성별,고객 나이대,거래기간,할인민감여부,Recency,Frequency,Monetary,평균 구매주기
825,0,4378300,1,10,437830,11,296645,2,3,1,9,6,0,4,4458,1,7,4,6,444.8
826,0,4365690,1,41,106480,23,379450,1,2,0,5,5,0,5,4459,1,5,4,4,107.7560976
827,0,4133250,1,13,317942,19,367195,2,1,1,3,6,0,3,4460,1,4,1,5,342.0769231
828,0,4331400,1,57,75989,1,8095,2,4,0,6,6,0,4,4461,1,5,5,4,77.26315789
829,0,9171990,2,32,286625,19,366500,2,4,0,7,5,1,2,1924,1,6,3,6,59.125
830,0,3929350,0,20,196468,27,357145,1,3,0,7,6,0,3,4463,1,7,2,6,222.15
831,0,2747350,0,10,274735,5,130900,1,2,0,5,4,1,3,3956,0,5,1,4,394.6
832,0,2533910,0,13,194916,6,187045,1,4,1,3,4,0,4,4465,1,4,1,1,342.4615385
833,0,3068550,0,19,161503,30,381945,1,3,1,3,4,0,3,4466,1,4,1,2,234.0526316
834,0,13156380,2,54,243637,16,384735,2,3,0,8,3,0,5,4467,1,7,5,6,81.72222222
835,0,3187870,0,27,118069,15,326545,2,4,0,5,2,0,2,2746,0,5,2,4,100.7037037
836,0,5549290,1,11,504481,23,378650,2,2,1,2,6,0,3,4469,1,2,1,2,405.2727273
837,0,8585560,2,48,178866,22,349800,2,2,1,5,6,0,3,4470,1,5,4,4,92.125
838,0,4373260,1,49,89250,20,348645,1,4,0,5,5,0,4,4471,1,5,4,4,90.24489796
839,0,4308100,1,12,359008,3,43945,2,2,0,2,6,0,3,4472,1,2,1,2,371.6666667
840,0,2666730,0,16,166671,20,348145,1,4,1,2,5,0,2,2473,0,2,1,2,153.5625
841,0,4154320,1,39,106521,10,304895,2,4,0,7,6,0,4,3075,0,7,3,3,77.84615385
842,0,4595720,1,22,208896,23,378900,2,2,1,6,3,0,5,4475,1,5,2,4,202.4090909
843,0,5248820,1,30,174961,12,303695,2,2,1,4,6,0,7,4476,1,4,3,4,148.2
844,0,7099720,1,95,74734,18,341645,1,4,1,6,5,0,3,4477,1,5,7,4,46.12631579
845,0,3375440,0,28,120551,24,359250,2,3,0,6,5,0,4,4478,1,5,2,3,158.9285714
846,0,2103670,0,9,233741,20,348295,1,4,0,2,5,0,6,4479,1,2,1,2,496.6666667
847,0,4597910,1,17,270465,22,351745,2,1,1,2,6,0,4,4480,1,2,1,2,262.5294118
848,0,2590400,0,17,152376,1,8345,1,4,1,5,4,1,4,4117,0,3,1,4,241.1764706
849,0,3956640,0,13,304357,3,42750,1,3,0,2,7,1,4,4482,1,2,1,2,343.7692308
850,0,7256870,1,50,145137,17,363950,2,2,0,5,6,0,2,2880,0,5,5,4,56.6
851,0,3093060,0,14,220933,1,7400,2,3,0,6,5,0,5,3251,0,5,1,4,231.2142857
852,0,8203570,2,11,745779,23,379450,2,3,1,1,7,0,3,4485,1,2,1,2,406.7272727
853,0,8345480,2,31,269209,12,303000,2,2,0,7,6,0,4,4486,1,7,3,6,143.7096774
854,0,7201100,1,5,1440220,24,360695,2,4,1,4,5,0,4,4487,1,4,1,4,896.4
855,0,5713030,1,32,178532,22,369635,2,4,0,7,6,1,4,4488,1,7,3,6,139.25
856,0,2550090,0,20,127505,8,261450,1,1,0,7,4,0,3,4489,1,7,2,6,223.45
857,0,6482450,1,28,231516,9,245850,2,4,1,2,6,0,7,4490,1,2,2,3,159.3571429
858,0,9613400,2,19,505968,4,58895,2,4,0,9,5,0,3,3809,1,7,5,5,199.4736842
859,0,3584510,0,30,119484,9,246850,2,2,0,6,5,0,2,2386,0,5,3,4,78.53333333
860,0,17322270,2,24,721761,24,359250,2,2,0,4,7,0,5,2969,1,4,2,4,122.7083333
861,0,5977870,1,17,351639,10,305145,2,4,0,2,5,0,4,2723,0,7,1,6,159.1764706
862,0,2099160,0,15,139944,8,261645,1,2,1,2,6,0,4,4495,1,2,1,2,298.6666667
863,0,9403670,2,25,376147,20,348545,2,3,1,8,6,1,3,3892,1,6,2,6,154.68
864,0,11968790,2,32,374025,8,261700,2,4,0,6,6,0,3,2580,1,5,3,4,79.625
865,0,4308510,1,19,226764,13,323100,2,2,0,6,4,0,5,3419,0,5,1,4,178.9473684
866,0,3646700,0,10,364670,16,365900,2,1,1,2,4,0,3,4499,1,2,1,2,448.9
867,0,7068360,1,55,128516,4,58395,2,4,0,6,5,0,4,4500,1,5,5,4,80.81818182
868,0,5227410,1,14,373386,30,381195,1,1,1,2,5,0,4,3835,0,2,1,2,272.9285714
869,0,11762600,2,23,511417,19,366000,2,2,0,6,6,0,5,2654,1,5,2,4,114.3913043
870,0,3076850,0,18,170936,16,365150,1,4,0,6,5,0,4,3137,0,5,1,5,173.2777778
871,0,9737900,2,22,442632,30,380695,2,2,0,6,7,0,6,4504,1,5,2,7,203.7272727
872,0,13142270,2,26,505472,18,340700,2,2,1,6,5,0,5,4342,1,5,2,4,166
873,0,5753200,1,22,261509,10,304645,2,2,1,6,6,1,3,4196,0,5,2,4,189.7272727
874,0,4625320,1,11,420484,27,356700,2,2,0,3,3,0,5,4507,1,4,1,2,408.7272727
875,0,2142830,0,54,39682,22,350495,1,4,0,6,4,0,4,3039,0,5,5,4,55.27777778
876,0,2592680,0,13,199437,28,376595,1,4,0,6,5,0,2,3370,0,5,1,4,258.2307692
877,0,12176290,2,13,936638,26,364650,2,2,0,2,6,0,3,3874,1,2,1,2,297
878,0,2100370,0,17,123551,8,282100,2,3,1,2,4,0,3,4511,1,2,1,2,264.3529412
879,0,2627060,0,11,238824,7,211445,1,2,0,5,5,0,2,2754,0,5,1,4,249.3636364
880,0,8050550,2,19,423713,1,8095,2,1,0,3,4,0,4,1000,0,4,1,2,51.63157895
881,0,3912400,0,32,122263,3,43445,1,2,0,8,7,0,4,4514,1,7,3,6,140.0625
882,0,2903750,0,20,145188,19,366045,1,3,0,6,3,0,3,4351,1,5,2,5,216.55
883,0,3675140,0,56,65628,6,186045,1,3,0,7,6,1,3,4094,0,7,5,3,72.10714286
884,0,5931080,1,23,257873,4,57450,2,4,1,8,5,0,6,4192,0,7,2,6,181.2608696
885,0,3799820,0,12,316652,4,59145,2,3,0,2,6,1,4,4297,1,2,1,2,357.0833333
886,0,7148160,1,13,549858,20,348295,2,3,0,2,5,0,3,4519,1,7,1,6,346.6153846
887,0,20826740,2,58,359082,20,348795,2,4,0,6,5,0,3,4192,1,5,5,4,71.27586207
888,0,5585120,1,57,97985,8,260950,2,3,1,8,4,0,3,4521,1,7,5,6,78.31578947
889,0,3497770,0,38,92047,4,58200,1,2,1,8,4,0,4,4522,1,3,3,6,118
890,0,10974220,2,34,322771,27,357645,2,3,0,7,6,0,3,3388,1,7,3,6,98.64705882
891,0,4317630,1,15,287842,10,303700,1,2,0,2,7,0,4,4494,1,2,1,2,298.6
892,0,3793940,0,17,223173,1,5695,1,3,1,2,4,0,5,2624,0,2,1,2,153.3529412
893,0,3753080,0,13,288698,19,366545,1,4,1,2,7,1,6,4227,1,2,1,2,324.1538462
894,0,7758030,2,68,114089,12,302750,2,2,0,8,6,0,5,4527,1,7,6,6,65.57352941
895,0,4406360,1,10,440636,21,348195,2,2,0,6,3,1,3,4201,0,5,1,4,419.1
896,0,2478580,0,13,190660,17,364700,1,1,1,6,5,0,4,1994,0,5,1,4,152.3846154
897,0,10269950,2,6,1711658,30,380500,2,4,1,4,5,0,5,4216,1,4,1,5,701.6666667
898,0,2941950,0,10,294195,25,357300,1,1,0,9,5,0,5,4531,1,7,1,6,452.1
899,0,7221420,1,15,481428,16,364650,2,4,0,2,6,0,4,3216,0,2,1,2,213.4
900,0,5492880,1,13,422529,23,379845,2,2,0,2,4,0,3,4533,1,2,1,2,347.6923077
901,0,6811000,1,61,111656,14,335045,2,4,0,6,3,0,4,3296,0,5,6,4,53.03278689
902,0,10107020,2,44,229705,28,376150,2,4,0,3,5,0,4,4535,1,7,4,6,102.0681818
903,0,10207500,2,33,309318,5,131595,2,4,0,4,5,1,4,4536,1,4,3,4,136.4545455
904,0,67595760,2,85,795244,16,365400,2,4,1,8,4,1,4,4537,1,7,7,6,52.37647059
905,0,2345400,0,17,137965,24,359500,1,3,0,5,6,0,4,2677,0,3,1,4,156.4705882
906,0,26063990,2,71,367098,12,302750,2,2,0,7,7,0,2,2235,1,7,7,6,30.47887324
907,0,7824690,2,19,411826,4,58200,2,2,1,3,4,1,5,4333,1,4,1,2,227.0526316
908,0,4403430,1,42,104844,13,324545,1,1,1,6,5,0,5,4541,1,5,4,5,107.1190476
909,0,8738490,2,6,1456415,24,359500,2,4,1,4,5,0,5,4364,1,4,1,4,726.3333333
910,0,21908650,2,57,384362,23,379650,2,4,0,1,6,0,7,3431,1,2,5,2,59.19298246
911,0,3128220,0,10,312822,7,210695,1,2,0,3,7,0,3,4544,1,4,1,3,453.4
912,0,4506130,1,31,145359,10,371100,1,2,0,7,5,0,4,4545,1,7,3,6,145.6129032
913,0,4990980,1,31,160999,4,58450,2,4,0,7,5,0,4,3033,0,7,3,6,96.83870968
914,0,2512000,0,2,1256000,20,347700,1,4,1,9,5,0,4,1000,0,7,5,6,499
915,0,3038550,0,32,94955,22,350050,1,1,0,7,6,0,4,4548,1,7,3,6,141.125
916,0,3201040,0,26,123117,22,351245,1,2,1,5,6,0,4,4549,1,5,2,4,173.9615385
917,0,5244820,1,43,121973,17,364200,2,2,0,5,7,0,5,4550,1,5,4,4,104.8139535
918,0,5579640,1,10,557964,1,8595,2,2,0,2,6,0,3,4300,1,2,1,2,429
919,0,13417320,2,43,312031,27,356200,2,3,1,5,6,0,3,4552,1,5,4,4,104.8604651
920,0,4393710,1,58,75754,29,375495,2,1,0,8,6,1,5,4553,1,7,5,3,77.5
921,0,5731030,1,24,238793,28,377345,2,1,0,6,4,0,3,3671,0,5,2,4,151.9583333
922,0,6263830,1,25,250553,15,327045,2,4,0,7,5,0,4,4434,1,7,2,6,176.36
923,0,3310050,0,11,300914,11,330035,1,1,1,5,7,0,3,2353,0,5,1,2,212.9090909
924,0,3461970,0,15,230798,30,381000,1,4,1,2,5,0,3,2677,0,7,3,6,177.4666667
925,0,5662130,1,13,435548,20,347200,1,1,1,4,2,0,5,2870,0,4,1,4,219.7692308
926,0,5053190,1,52,97177,6,186795,1,1,0,6,3,0,5,4559,1,5,5,4,86.67307692
927,0,6837730,1,15,455849,19,366295,2,1,0,3,3,0,5,4560,1,4,1,2,303
928,0,4848670,1,24,202028,4,58700,2,4,0,7,5,0,4,4561,1,7,2,6,189.0416667
929,0,4021920,0,19,211680,28,376650,1,2,0,5,7,0,2,3225,0,5,1,4,168.7368421
930,0,4483200,1,27,166044,17,365645,1,1,1,8,6,0,5,4563,1,6,2,6,168
931,0,3221500,0,15,214767,16,365150,1,2,0,5,4,0,5,2760,0,5,1,4,183
932,0,5107750,1,8,638469,18,340450,1,2,0,2,6,1,3,4565,1,2,1,5,569.625
933,0,3314350,0,7,473479,6,187045,1,2,1,3,6,0,3,4259,1,4,1,2,607.4285714
934,0,5428000,1,23,236000,26,366345,2,3,0,5,6,0,2,3370,0,5,2,4,145.5217391
935,0,4008940,0,46,87151,30,380750,1,2,0,7,6,0,3,4568,1,7,4,6,98.30434783
936,0,2832780,0,14,202341,19,365850,1,1,1,2,4,0,3,4569,1,2,1,2,325.3571429
937,0,27646380,2,58,476662,27,358145,2,2,0,9,6,0,4,2898,1,7,5,6,48.96551724
938,0,13370270,2,31,431299,22,351245,2,3,0,7,5,0,3,1000,1,7,3,6,31.25806452
939,0,4939270,1,36,137202,23,379400,2,4,0,8,6,0,4,2665,0,7,3,6,73.02777778
940,0,13413850,2,25,536554,24,360945,2,2,0,7,7,0,4,4573,1,7,2,3,181.92
941,0,3211600,0,11,291964,12,323900,2,2,0,3,7,0,4,4574,1,4,1,2,414.8181818
942,0,4468420,1,17,262848,21,347250,1,2,0,2,3,0,3,4575,1,2,1,2,268.1176471
943,0,4850970,1,72,67375,19,387400,1,4,1,8,6,0,2,4576,1,7,7,6,62.55555556
944,0,10353300,2,31,333977,13,324295,2,2,0,6,6,0,4,2871,1,5,3,7,91.61290323
945,0,5056900,1,36,140469,20,347200,2,3,0,8,6,1,4,4578,1,7,3,6,126.1666667
946,0,2408260,0,17,141662,24,360445,1,3,1,6,5,0,3,4175,0,5,1,4,244.5882353
947,0,5182740,1,7,740391,15,325100,2,3,1,9,5,1,4,4580,1,7,3,6,653.2857143
948,0,7976730,2,22,362579,20,348545,2,1,0,7,6,0,4,4581,1,1,2,6,207.2272727
949,0,3371800,0,27,124881,5,131845,1,2,0,5,6,0,3,4582,1,5,2,4,168.7037037
950,0,4185040,1,39,107309,26,366095,2,3,1,8,6,0,4,4583,1,7,3,6,116.5128205
951,0,4730550,1,33,143350,1,7150,2,3,0,5,5,0,5,4584,1,5,3,4,137.9090909
952,0,5186400,1,22,235745,21,348445,2,1,0,7,4,0,3,3810,0,7,2,1,172.1818182
953,0,3024450,0,9,336050,26,365845,1,2,0,9,5,0,5,4586,1,7,4,6,508.5555556
954,0,2563980,0,3,854660,4,59645,1,3,0,4,5,0,5,4587,1,4,1,4,1528
955,0,2899260,0,13,223020,5,131845,2,2,0,2,6,0,5,4588,1,2,1,2,351.9230769
956,0,5313060,1,17,312533,1,5445,2,3,0,3,5,1,4,4111,0,4,1,2,240.8235294
957,0,2655080,0,26,102118,1,4000,1,2,1,7,5,0,3,4590,1,7,2,5,175.5384615
958,0,9152350,2,16,572022,3,44195,2,1,1,2,4,0,6,4591,1,2,1,2,285.9375
959,0,15770590,2,46,342839,22,350495,2,1,1,5,4,0,4,4592,1,5,4,4,98.82608696
960,0,2242240,0,9,249138,14,334295,1,2,0,2,6,0,4,4593,1,2,1,2,509.3333333
961,0,6561750,1,18,364542,14,333600,2,2,1,3,6,0,5,4333,1,4,1,2,239.7222222
962,0,24370020,2,77,316494,19,365600,2,4,0,8,5,0,4,3006,1,7,7,6,38.03896104
963,0,4168070,1,78,53437,3,42250,1,4,0,5,6,0,4,3401,0,5,7,4,42.6025641
964,0,11995390,2,27,444274,23,380145,2,1,0,7,6,0,4,2560,1,7,2,3,93.81481481
965,0,19678190,2,27,728822,14,333850,2,2,0,8,5,0,5,4598,1,7,2,6,169.2962963
966,0,14169180,2,43,329516,17,365145,2,1,1,5,5,0,5,4599,1,5,4,4,105.9534884
967,0,3670360,0,17,215904,24,360195,1,3,1,3,6,0,2,2718,0,4,1,2,158.8823529
968,0,6403090,1,20,320155,30,380250,2,4,0,8,5,0,4,4350,1,1,2,6,216.5
969,0,25952020,2,42,617905,17,363950,2,1,1,5,5,0,5,4602,1,5,4,3,108.5714286
970,0,2404530,0,10,240453,28,377845,1,1,1,5,6,1,3,2591,0,5,1,4,258.1
971,0,5263500,1,15,350900,12,303945,1,4,0,2,3,0,3,4604,1,2,1,2,305.9333333
972,0,10345150,2,34,304269,22,350745,2,4,1,7,7,0,4,4605,1,7,3,6,134.4411765
973,0,2502780,0,15,166852,23,380595,2,2,0,2,6,0,3,4606,1,2,1,2,306.0666667
974,0,14524910,2,34,427203,1,7845,2,2,0,7,3,0,3,4607,1,7,3,6,134.5
975,0,3504000,0,17,206118,27,356200,1,2,0,9,5,0,4,4449,1,7,3,6,260.7058824
976,0,2914450,0,13,224188,21,347695,1,3,1,6,6,0,3,2722,0,5,1,4,208.3846154
977,0,3262010,0,112,29125,10,304700,1,1,0,9,4,1,5,2761,0,7,7,6,23.65178571
978,0,2323860,0,10,232386,19,367195,2,1,0,1,5,0,5,4611,1,7,1,1,460.1
979,0,6820320,1,29,235183,13,325045,2,3,0,5,3,0,4,2120,0,5,2,4,72.10344828
980,0,2380000,0,31,76774,1,5000,1,2,1,5,5,0,5,4613,1,5,3,4,147.8064516
981,0,3001760,0,34,88287,10,303450,1,4,1,7,4,0,4,4614,1,7,3,5,134.7058824
982,0,5750260,1,31,185492,6,185100,2,2,1,6,6,0,3,4281,1,5,3,4,137.0967742
983,0,3368800,0,12,280733,4,59145,1,2,0,9,5,1,3,4616,1,7,4,6,383.6666667
984,0,3199890,0,22,145450,11,297145,2,4,0,5,3,0,3,2691,0,5,2,4,121.3181818
985,0,3868900,0,18,214939,19,365350,2,1,0,5,4,0,3,2518,0,5,1,4,138.8888889
986,0,2610000,0,16,163125,26,364650,1,4,1,4,6,0,6,4619,1,4,1,4,287.6875
987,0,3189520,0,25,127581,14,333850,1,2,1,7,7,0,4,4620,1,7,2,6,183.8
988,0,17390590,2,38,457647,11,297395,2,2,0,7,6,0,4,4615,1,7,3,6,120.4473684
989,0,6367500,1,23,276848,7,210445,2,2,0,5,7,0,4,2639,0,5,2,4,113.7391304
990,0,3631320,0,22,165060,23,379950,1,2,1,6,3,0,3,4623,1,5,2,4,209.1363636
991,0,5638220,1,16,352389,25,358245,2,4,0,5,5,0,4,4624,1,5,1,4,288
992,0,5534180,1,44,125777,10,304450,1,4,1,8,6,0,4,4625,1,7,4,6,104.1136364
993,0,2279790,0,17,134105,12,304445,1,2,0,1,6,0,3,4505,1,2,1,3,264
994,0,9118590,2,15,607906,20,348145,2,3,0,2,7,0,3,2826,1,2,1,2,187.4
995,0,13706520,2,59,232314,23,380395,2,4,0,7,7,0,5,4628,1,7,5,6,77.44067797
996,0,12731560,2,35,363759,3,44445,2,3,1,8,6,0,4,4629,1,3,3,1,131.2571429
997,0,3419010,0,6,569835,6,186545,1,2,0,9,6,0,4,4630,1,7,3,6,770.6666667
998,0,4612100,1,13,354777,8,260700,2,1,0,1,4,1,6,4631,1,2,1,2,355.2307692
999,0,5165360,1,28,184477,20,347700,1,3,0,7,5,1,6,3907,0,7,2,6,138.5357143
1000,0,4323050,1,16,270191,19,367045,2,4,0,6,5,1,6,2118,0,5,1,4,131.375
